alpha,metric,group,data,opt
0,ndcg,Overall,0.08362399628214386,SEPopt
0,ndcg,Male,0.08586127625588798,SEPopt
0,ndcg,Female,0.07795089349157842,SEPopt
0,ndcg,Under 18,0.07400137564109059,SEPopt
0,ndcg,18-24,0.089926695254119,SEPopt
0,ndcg,25-34,0.09127512431243058,SEPopt
0,ndcg,35-44,0.09217460978559848,SEPopt
0,ndcg,45-49,0.06565668742696674,SEPopt
0,ndcg,50-55,0.06865164896576594,SEPopt
0,ndcg,56+,0.047427628055177494,SEPopt
0,ndcg,other,0.09912948188958857,SEPopt
0,ndcg,academic/educator,0.09181906715016845,SEPopt
0,ndcg,artist,0.07589822336522446,SEPopt
0,ndcg,clerical/admin,0.10951764619581947,SEPopt
0,ndcg,college/grad student,0.09066446849601797,SEPopt
0,ndcg,customer service,0.08829508448637169,SEPopt
0,ndcg,doctor/health care,0.06154850012458873,SEPopt
0,ndcg,executive/managerial,0.08490817424563048,SEPopt
0,ndcg,farmer,0.04808996266517263,SEPopt
0,ndcg,homemaker,0.07231097002714006,SEPopt
0,ndcg,K-12 student,0.07296459421364651,SEPopt
0,ndcg,lawyer,0.05171445949587698,SEPopt
0,ndcg,programmer,0.06623712202056536,SEPopt
0,ndcg,retired,0.05927739812449593,SEPopt
0,ndcg,sales/marketing,0.0674604089672438,SEPopt
0,ndcg,scientist,0.05451638007835872,SEPopt
0,ndcg,self-employed,0.09807651551102921,SEPopt
0,ndcg,technician/engineer,0.0786154639082868,SEPopt
0,ndcg,tradesman/craftsman,0.1074262787973176,SEPopt
0,ndcg,unemployed,0.12181998657453079,SEPopt
0,ndcg,writer,0.09224703095724367,SEPopt
0,hr,Overall,0.15880112601424076,SEPopt
0,hr,Male,0.16185638420688062,SEPopt
0,hr,Female,0.15105386416861827,SEPopt
0,hr,Under 18,0.12669683257918551,SEPopt
0,hr,18-24,0.16953762466001812,SEPopt
0,hr,25-34,0.17509541984732824,SEPopt
0,hr,35-44,0.17099748533109807,SEPopt
0,hr,45-49,0.12545454545454546,SEPopt
0,hr,50-55,0.13911290322580644,SEPopt
0,hr,56+,0.09210526315789473,SEPopt
0,hr,other,0.18143459915611815,SEPopt
0,hr,academic/educator,0.16666666666666666,SEPopt
0,hr,artist,0.16853932584269662,SEPopt
0,hr,clerical/admin,0.20809248554913296,SEPopt
0,hr,college/grad student,0.17523056653491437,SEPopt
0,hr,customer service,0.15178571428571427,SEPopt
0,hr,doctor/health care,0.11864406779661017,SEPopt
0,hr,executive/managerial,0.1634756995581738,SEPopt
0,hr,farmer,0.11764705882352941,SEPopt
0,hr,homemaker,0.13043478260869565,SEPopt
0,hr,K-12 student,0.12886597938144329,SEPopt
0,hr,lawyer,0.10852713178294573,SEPopt
0,hr,programmer,0.12886597938144329,SEPopt
0,hr,retired,0.11267605633802817,SEPopt
0,hr,sales/marketing,0.1390728476821192,SEPopt
0,hr,scientist,0.11805555555555555,SEPopt
0,hr,self-employed,0.17012448132780084,SEPopt
0,hr,technician/engineer,0.14741035856573706,SEPopt
0,hr,tradesman/craftsman,0.2,SEPopt
0,hr,unemployed,0.20833333333333334,SEPopt
0,hr,writer,0.17793594306049823,SEPopt
0,recall,Overall,0.006448638860507142,SEPopt
0,recall,Male,0.006427562924865216,SEPopt
0,recall,Female,0.006502081411599172,SEPopt
0,recall,Under 18,0.006881871871534606,SEPopt
0,recall,18-24,0.0066232806479492225,SEPopt
0,recall,25-34,0.006508037055602844,SEPopt
0,recall,35-44,0.007267485963270291,SEPopt
0,recall,45-49,0.004743003837588818,SEPopt
0,recall,50-55,0.006196200133805395,SEPopt
0,recall,56+,0.0055895632645767065,SEPopt
0,recall,other,0.006348303439823483,SEPopt
0,recall,academic/educator,0.006965185175918182,SEPopt
0,recall,artist,0.00638950035692585,SEPopt
0,recall,clerical/admin,0.007378138540883621,SEPopt
0,recall,college/grad student,0.005512955591989437,SEPopt
0,recall,customer service,0.004254579352339071,SEPopt
0,recall,doctor/health care,0.005563689253996762,SEPopt
0,recall,executive/managerial,0.007339591255509508,SEPopt
0,recall,farmer,0.0019496434937611407,SEPopt
0,recall,homemaker,0.009510397136939271,SEPopt
0,recall,K-12 student,0.007357525362341938,SEPopt
0,recall,lawyer,0.0037983695918411154,SEPopt
0,recall,programmer,0.0058347962622311384,SEPopt
0,recall,retired,0.009593450466207732,SEPopt
0,recall,sales/marketing,0.0059059529677050445,SEPopt
0,recall,scientist,0.004389396673485439,SEPopt
0,recall,self-employed,0.006176952877547528,SEPopt
0,recall,technician/engineer,0.007156336916855247,SEPopt
0,recall,tradesman/craftsman,0.009518650710256399,SEPopt
0,recall,unemployed,0.007966681574032611,SEPopt
0,recall,writer,0.00577889460251365,SEPopt
0,precision,Overall,0.018844179499917204,SEPopt
0,precision,Male,0.01930270145462942,SEPopt
0,precision,Female,0.017681498829039813,SEPopt
0,precision,Under 18,0.016289592760180997,SEPopt
0,precision,18-24,0.01931097008159565,SEPopt
0,precision,25-34,0.020324427480916032,SEPopt
0,precision,35-44,0.02179379715004191,SEPopt
0,precision,45-49,0.015272727272727273,SEPopt
0,precision,50-55,0.01592741935483871,SEPopt
0,precision,56+,0.010526315789473684,SEPopt
0,precision,other,0.02109704641350211,SEPopt
0,precision,academic/educator,0.020265151515151517,SEPopt
0,precision,artist,0.019850187265917606,SEPopt
0,precision,clerical/admin,0.02369942196531792,SEPopt
0,precision,college/grad student,0.02002635046113307,SEPopt
0,precision,customer service,0.02053571428571429,SEPopt
0,precision,doctor/health care,0.014406779661016951,SEPopt
0,precision,executive/managerial,0.020765832106038294,SEPopt
0,precision,farmer,0.011764705882352941,SEPopt
0,precision,homemaker,0.016304347826086956,SEPopt
0,precision,K-12 student,0.016494845360824743,SEPopt
0,precision,lawyer,0.013178294573643412,SEPopt
0,precision,programmer,0.015463917525773196,SEPopt
0,precision,retired,0.013380281690140846,SEPopt
0,precision,sales/marketing,0.0152317880794702,SEPopt
0,precision,scientist,0.013194444444444444,SEPopt
0,precision,self-employed,0.021161825726141077,SEPopt
0,precision,technician/engineer,0.016135458167330675,SEPopt
0,precision,tradesman/craftsman,0.02714285714285715,SEPopt
0,precision,unemployed,0.022222222222222223,SEPopt
0,precision,writer,0.021352313167259787,SEPopt
0,LIR,Overall,0.16805569909916382,SEPopt
0,LIR,Male,0.1721414064229975,SEPopt
0,LIR,Female,0.15770157480453315,SEPopt
0,LIR,Under 18,0.12438056706028038,SEPopt
0,LIR,18-24,0.1631336940454587,SEPopt
